"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","moduleColor","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"501","T-box transcription factor TBX20-like","rna-XM_069257570.1",12.0771376528852,12.2366818609341,12.138905867901,12.1284546522692,1.01321043219299,0.986112064927055,"costly activation","XM_022489454.1","brown","T-box transcription factor TBX20-like","LOC111137803","cvn:111137803"
"502","target of rapamycin complex subunit lst8-like","rna-XM_069269395.1",11.9097971322295,11.9796862899531,11.9098235337205,11.9379250491074,1.00586820723709,0.996511786400723,"costly activation","XM_022461739.1","red","target of rapamycin complex subunit lst8-like","LOC111120776","cvn:111120776"
"503","tether containing UBX domain for GLUT4-like","rna-XM_069268413.1",11.2830369572911,11.306141992817,11.4823915645884,11.4475291511839,1.00204776742409,0.994926458922309,"costly activation","XM_022460119.1","brown","tether containing UBX domain for GLUT4-like","LOC111119693","cvn:111119693"
"504","tetraspanin-18-like","rna-XM_069249368.1",12.0394220835566,12.2047521731386,12.1816113117232,12.3123836909237,1.01373239416598,0.997043434909286,"costly activation","XM_022475149.1","brown","tetraspanin-18-like","LOC111129071","cvn:111129071"
"505","tetraspanin-9-like","rna-XM_069278057.1",11.380398132796,11.6626085733218,11.4706251307135,11.4877062834032,1.02479794091847,0.977255204518208,"costly activation","XM_022489786.1","red","tetraspanin-9-like","LOC111138026","cvn:111138026"
"506","titin homolog","rna-XM_069281493.1",11.2235001654327,11.6423786794896,11.3275979152428,11.5086331996257,1.03732155814877,0.979428009981207,"costly activation","XM_022437425.1","brown","titin homolog","LOC111103866","cvn:111103866"
"507","trafficking protein particle complex subunit 6B-like","rna-XM_069260521.1",11.3123074580677,11.3360644192464,11.377329983762,11.3014317286348,1.00210009861089,0.991247275344308,"costly activation","XM_022474397.1","brown","trafficking protein particle complex subunit 6B-like","LOC111128650","cvn:111128650"
"508","transcription cofactor vestigial-like protein 4","rna-XM_069285492.1",11.7585272360825,11.9570246242314,11.9513383657139,11.9813140626057,1.01688114371499,0.985865606623952,"costly activation","XM_022443146.1","brown","transcription cofactor vestigial-like protein 4","LOC111107792","cvn:111107792"
"509","transcription factor AP-4-like","rna-XM_069274980.1",11.9871686012559,12.0131893616594,12.0872315217659,12.0385524883807,1.00217071781244,0.993815396801789,"costly activation","XM_022470653.1","brown","transcription factor AP-4-like","LOC111126194","cvn:111126194"
"510","transcription factor ETV7-like","rna-XM_069275947.1",11.4840406389586,11.6668799905929,11.758016366561,11.7267930473039,1.0159211689842,0.981714466019149,"costly activation","XM_022484468.1","brown","transcription factor ETV7-like","LOC111134887","cvn:111134887"
"511","transcription factor MafK-like","rna-XM_069268026.1",12.5335425060515,12.7011053280771,12.6255440829542,12.7727768553341,1.01336915097584,0.998314876901699,"costly activation","XM_022459928.1","brown","transcription factor MafK-like","LOC111119599","cvn:111119599"
"512","transcription factor Sox-2-like","rna-XM_069247356.1",13.0622835414543,13.1047157720678,13.1242920608389,13.09815530925,1.00324845425985,0.994777033341981,"costly activation","XM_022487522.1","brown","transcription factor Sox-2-like","LOC111136576","cvn:111136576"
"513","transcription initiation factor IIA subunit 1-like","rna-XM_069261717.1",11.731852618407,11.8464092083754,11.8918620579518,11.9682571793702,1.00976457799927,0.996691875764714,"costly activation","XM_022477017.1","red","transcription initiation factor IIA subunit 1-like","LOC111130231","cvn:111130231"
"514","transcription initiation factor TFIID subunit 11-like","rna-XM_069277821.1",11.5464571662564,11.6393335425107,11.5576556525358,11.582855117767,1.00804371201633,0.99418340172705,"costly activation","XM_022447158.1","red","transcription initiation factor TFIID subunit 11-like","LOC111110592","cvn:111110592"
"515","transcription intermediary factor 1-beta-like","rna-XM_069248939.1",11.511638868705,11.8228813471436,11.8336082976378,11.8819076134939,1.02703719965406,0.977648655592764,"costly activation","XM_022481218.1","brown","transcription intermediary factor 1-beta-like","LOC111133123","cvn:111133123"
"516","transcription intermediary factor 1-beta-like","rna-XM_069248944.1",11.2103532443877,11.3457765523906,11.4004798053726,11.4409620364658,1.01208019988761,0.991572529096426,"costly activation","XM_022481218.1","brown","transcription intermediary factor 1-beta-like","LOC111133123","cvn:111133123"
"517","transcriptional repressor p66-beta-like","rna-XM_069281029.1",12.0848461242816,12.1277001967984,12.1328284756616,12.1585760779517,1.00354609997314,0.998581075110751,"costly activation","XM_022476338.1","brown","transcriptional repressor p66-beta-like","LOC111129852","cvn:111129852"
"518","transforming acidic coiled-coil-containing protein 1-like","rna-XM_069284031.1",11.889977651508,12.0636387434713,11.9379897018206,12.0317959166273,1.01460567017477,0.993349258257278,"costly activation","XM_022484636.1","brown","transforming acidic coiled-coil-containing protein 1-like","LOC111134993","cvn:111134993"
"519","translation initiation factor eIF-2B subunit alpha-like","rna-XM_069279930.1",11.51703142639,11.5728858234102,11.5735243948881,11.5926472576078,1.00484972168195,0.996818003923604,"costly activation","XM_022484870.1","brown","translation initiation factor eIF-2B subunit alpha-like","LOC111135119","cvn:111135119"
"520","translation initiation factor eIF-2B subunit beta-like","rna-XM_069271190.1",11.6958514733497,11.7568870266371,11.7330344565946,11.7336812076338,1.00521856432826,0.994863363769641,"costly activation","XM_022457218.1","brown","translation initiation factor eIF-2B subunit beta-like","LOC111117966","cvn:111117966"
"521","tRNA (guanine(10)-N2)-methyltransferase homolog","rna-XM_069250077.1",11.2458768522043,11.5080731860925,11.3460479966184,11.3767159322186,1.02331488574293,0.979857691784903,"costly activation","XM_022432152.1","brown","tRNA (guanine(10)-N2)-methyltransferase homolog","LOC111100372","cvn:111100372"
"522","troponin C-like","rna-XM_069266882.1",11.2368002568004,11.3176516983469,11.2783822392463,11.2445977599975,1.00719523705136,0.989882056392555,"costly activation","XM_022463400.1","brown","troponin C-like","LOC111121913","cvn:111121913"
"523","type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase-like","rna-XM_069257201.1",12.161404064761,12.2443111774254,12.2269321647313,12.2843457826544,1.00681723197609,0.997892801596597,"costly activation","XM_022486834.1","brown","type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase-like","LOC111136180","cvn:111136180"
"524","tyrosine-protein phosphatase non-receptor type 11-like","rna-XM_069267393.1",11.6372392823276,11.8513359724454,12.1370062776774,12.041265969472,1.01839754987619,0.974189012223864,"costly activation","XM_022484049.1","brown","tyrosine-protein phosphatase non-receptor type 11-like","LOC111134726","cvn:111134726"
"525","tyrosine aminotransferase-like","rna-XM_069256008.1",12.269590028335,12.3518674339121,12.3371596627794,12.346262934884,1.00670579908433,0.994071828267598,"costly activation","XM_022484923.1","brown","tyrosine aminotransferase-like","LOC111135147","cvn:111135147"
"526","U3 small nucleolar ribonucleoprotein protein IMP3-like","rna-XM_069263882.1",11.2706176468981,11.402305631218,11.28174887061,11.2811780754695,1.01168418523684,0.98840074801021,"costly activation","XM_022466469.1","red","U3 small nucleolar ribonucleoprotein protein IMP3-like","LOC111123842","cvn:111123842"
"527","ubiquitin-associated protein 1-like","rna-XM_069281372.1",11.5781474601401,11.6899872385755,11.5968554418976,11.6593313466621,1.00965955726686,0.995768630158578,"costly activation","XM_022475608.1","brown","ubiquitin-associated protein 1-like","LOC111129315","cvn:111129315"
"528","ubiquitin-like modifier-activating enzyme 1","rna-XM_069245126.1",12.3307049203134,12.3917064504629,12.3778238204481,12.4302827551966,1.00494712431639,0.999294504604975,"costly activation","XM_022476578.1","brown","ubiquitin-like modifier-activating enzyme 1","LOC111129998","cvn:111129998"
"529","ubiquitin carboxyl-terminal hydrolase 15-like","rna-XM_069271849.1",11.3129738216295,11.6057594458587,11.4219042655766,11.4549215995066,1.02588051814187,0.977590163135536,"costly activation","XM_022443830.1","brown","ubiquitin carboxyl-terminal hydrolase 15-like","LOC111108183","cvn:111108183"
"530","ubiquitin carboxyl-terminal hydrolase 30-like","rna-XM_069279392.1",11.3773403573894,11.44992692535,11.4915095837401,11.4909546719964,1.00637992410181,0.993612538570695,"costly activation","XM_022479676.1","brown","ubiquitin carboxyl-terminal hydrolase 30-like","LOC111132041","cvn:111132041"
"531","uncharacterized oxidoreductase TM_0325-like","rna-XM_069281823.1",11.3147973105681,11.3919291789435,11.3404058732298,11.3749623702548,1.00681690234993,0.996255822423033,"costly activation","XM_022470941.1","red","uncharacterized oxidoreductase TM_0325-like","LOC111126371","cvn:111126371"
"532","uncharacterized","rna-XM_069244779.1",11.4698152859727,11.9205029037272,11.7878673037488,11.9558198304602,1.03929336319005,0.975901463943921,"costly activation","XM_022483584.1","brown","uncharacterized","LOC111134502","cvn:111134502"
"533","uncharacterized","rna-XM_069244988.1",11.8142133378689,11.9151617954071,11.9256546081371,11.9138198936779,1.00854466181126,0.990543764116079,"costly activation","XM_022446715.1","brown","uncharacterized","LOC111110289","cvn:111110289"
"534","uncharacterized","rna-XM_069246108.1",11.240320629653,11.5754817347833,11.6307302161229,11.6473834055529,1.02981775308492,0.972435970972154,"costly activation","XM_022489438.1","brown","uncharacterized","LOC111137788","cvn:111137788"
"535","uncharacterized","rna-XM_069246817.1",12.0801443781232,12.1092758303132,12.0883419653935,12.0434441728382,1.00241151523344,0.993889081494494,"costly activation","XM_022451828.1","brown","uncharacterized","LOC111113537","cvn:111113537"
"536","uncharacterized","rna-XM_069246843.1",12.0930519988356,12.3543305612556,12.255673337831,12.2183027371474,1.02160567592409,0.975866495666713,"costly activation","XM_022489438.1","brown","uncharacterized","LOC111137788","cvn:111137788"
"537","uncharacterized","rna-XM_069246844.1",11.2777069338611,11.807833579469,11.8010746041272,11.7606004002259,1.04700659883404,0.951828093697678,"costly activation","XM_022489438.1","brown","uncharacterized","LOC111137788","cvn:111137788"
"538","uncharacterized","rna-XM_069247539.1",12.0520407038949,12.0911404754187,12.037032575423,11.997888579969,1.00324424489466,0.993524798340654,"costly activation","XM_022486082.1","brown","uncharacterized","LOC111135757","cvn:111135757"
"539","uncharacterized","rna-XM_069249150.1",11.4910208744888,11.6922444915919,11.5791229849622,11.6935524748658,1.01751137860605,0.992502313196394,"costly activation","XM_022487193.1","brown","uncharacterized","LOC111136382","cvn:111136382"
"540","uncharacterized","rna-XM_069249151.1",11.2543087615027,11.4775305586184,11.3474744187106,11.468498489002,1.01983434094853,0.991009271135389,"costly activation","XM_022487193.1","brown","uncharacterized","LOC111136382","cvn:111136382"
"541","uncharacterized","rna-XM_069249157.1",11.2085807891876,11.4127702741377,11.3045709793894,11.2974918323795,1.01821724701731,0.981493667538913,"costly activation","XM_022487193.1","brown","uncharacterized","LOC111136382","cvn:111136382"
"542","uncharacterized","rna-XM_069249393.1",12.5884031539629,12.6530779419996,12.6134544124312,12.6580126877623,1.00513764829785,0.998403154643743,"costly activation","XM_022451961.1","brown","uncharacterized","LOC111113666","cvn:111113666"
"543","uncharacterized","rna-XM_069249876.1",11.1267090182311,11.3515288085502,11.1452499016869,11.3613953083973,1.02020541652979,0.999204163915805,"costly activation","XM_022435626.1","brown","uncharacterized","LOC111102758","cvn:111102758"
"544","uncharacterized","rna-XM_069250874.1",11.7610390970982,11.9025047393005,11.9486293612268,12.0657289198118,1.0120283285375,0.997798403299552,"costly activation","XM_022458348.1","brown","uncharacterized","LOC111118740","cvn:111118740"
"545","uncharacterized","rna-XM_069251434.1",11.9722968929652,11.9989801974009,11.989452824712,12.0124357453968,1.00222875398716,0.999688867688798,"costly activation","XM_022464416.1","brown","uncharacterized","LOC111122604","cvn:111122604"
"546","uncharacterized","rna-XM_069252312.1",11.8437399146033,11.9530201516535,11.915259185714,11.9422829189823,1.00922683525966,0.993104779545621,"costly activation","XM_022466452.1","brown","uncharacterized","LOC111123827","cvn:111123827"
"547","uncharacterized","rna-XM_069255323.1",11.744387507072,11.8664847649718,11.9040194697126,11.8401572365142,1.01039622184011,0.984401184744119,"costly activation","XM_022451166.1","brown","uncharacterized","LOC111113157","cvn:111113157"
"548","uncharacterized","rna-XM_069257700.1",11.2216322595994,11.6314840409898,11.6162405676629,11.5865402981156,1.03652336593367,0.962296890110179,"costly activation","XM_022434689.1","brown","uncharacterized","LOC111102033","cvn:111102033"
"549","uncharacterized","rna-XM_069258075.1",12.5558836569416,12.6383596765485,12.6196673798335,12.6083598773967,1.00656871486391,0.992583976654479,"costly activation","XM_022480102.1","red","uncharacterized","LOC111132305","cvn:111132305"
"550","uncharacterized","rna-XM_069258909.1",11.9677546638845,12.0035327888055,12.1095606098891,12.0674129442812,1.00298954364673,0.993549213192826,"costly activation","XM_022464520.1","brown","uncharacterized","LOC111122663","cvn:111122663"
"551","uncharacterized","rna-XM_069258998.1",11.813782336348,11.8802604213469,11.8130446901786,11.8631010669596,1.00562716352022,0.998617994728452,"costly activation","XM_022480792.1","brown","uncharacterized","LOC111132878","cvn:111132878"
"552","uncharacterized","rna-XM_069260480.1",11.428066921219,11.6784806170049,11.6001978126103,11.6179836140758,1.02191216568053,0.980058038485275,"costly activation","XM_022474128.1","brown","uncharacterized","LOC111128504","cvn:111128504"
"553","uncharacterized","rna-XM_069261609.1",12.0954828980369,12.1374957697173,12.1124068204391,12.1399682439835,1.003473434838,0.99880618223924,"costly activation","XM_022476084.1","brown","uncharacterized","LOC111129627","cvn:111129627"
"554","uncharacterized","rna-XM_069263570.1",11.2356788641729,11.3087315435511,11.3564437974961,11.3229704178806,1.00650184828717,0.990611670180445,"costly activation","XM_022470527.1","brown","uncharacterized","LOC111126117","cvn:111126117"
"555","uncharacterized","rna-XM_069263919.1",11.6705037427734,11.8361768594268,11.6995715037729,11.8110341427603,1.01419588393997,0.99539653649041,"costly activation","XM_022432481.1","brown","uncharacterized","LOC111100520","cvn:111100520"
"556","uncharacterized","rna-XM_069264270.1",12.7485678927019,12.8387943624243,12.8812702273787,12.9040893610318,1.00707738080715,0.99473140421373,"costly activation","XM_022434357.1","brown","uncharacterized","LOC111101751","cvn:111101751"
"557","uncharacterized","rna-XM_069267248.1",11.6206562473613,11.7066369210097,11.7085549245631,11.7093392780614,1.00739895164423,0.992721888528873,"costly activation","XM_022458605.1","brown","uncharacterized","LOC111118904","cvn:111118904"
"558","uncharacterized","rna-XM_069267490.1",11.857944136644,12.1084318405871,12.0558244674634,11.9767895814301,1.02112404149122,0.972892828591053,"costly activation","XM_022458983.1","red","uncharacterized","LOC111119126","cvn:111119126"
"559","uncharacterized","rna-XM_069267492.1",11.4946956176151,11.6936157874337,11.5611836098559,11.6417539408398,1.01730538819259,0.989839481785905,"costly activation","XM_022458983.1","brown","uncharacterized","LOC111119126","cvn:111119126"
"560","uncharacterized","rna-XM_069267693.1",11.8117127418538,11.8981136714942,11.8312488632208,11.8638217420839,1.00731485192103,0.995471396760651,"costly activation","XM_022475625.1","brown","uncharacterized","LOC111129329","cvn:111129329"
"561","uncharacterized","rna-XM_069267977.1",13.7289937956696,13.8298405921905,13.8974360428151,13.9693159567912,1.00734553442312,0.997842484558577,"costly activation","XM_022460054.1","brown","uncharacterized","LOC111119651","cvn:111119651"
"562","uncharacterized","rna-XM_069268070.1",12.2642604278281,12.3193609954895,12.2805255183071,12.307443894533,1.00449277540914,0.997709471796897,"costly activation","XM_022460257.1","brown","uncharacterized","LOC111119777","cvn:111119777"
"563","uncharacterized","rna-XM_069270938.1",11.8601650463839,11.9113411286892,11.9662859859599,11.9467989684797,1.00431495532356,0.994082086829969,"costly activation","XM_022458067.1","brown","uncharacterized","LOC111118548","cvn:111118548"
"564","uncharacterized","rna-XM_069271007.1",12.2548118964793,12.361432497081,12.3595513559256,12.4192281447776,1.00870030494979,0.996161485719163,"costly activation","XM_022459004.1","brown","uncharacterized","LOC111119145","cvn:111119145"
"565","uncharacterized","rna-XM_069271906.1",12.9283687135055,13.0801992434929,12.9898742570566,13.0838703533944,1.01174398204074,0.995544449044946,"costly activation","XM_022461175.1","brown","uncharacterized","LOC111120463","cvn:111120463"
"566","uncharacterized","rna-XM_069275019.1",12.3625322869394,12.4197436611414,12.4462395653018,12.4883089532726,1.00462780382482,0.998758031998154,"costly activation","XM_022487059.1","brown","uncharacterized","LOC111136303","cvn:111136303"
"567","uncharacterized","rna-XM_069275869.1",11.3766626459405,11.5150441370313,11.5691989900097,11.4727743883502,1.01216362789313,0.979748112356474,"costly activation","XM_022457992.1","red","uncharacterized","LOC111118487","cvn:111118487"
"568","uncharacterized","rna-XM_069276306.1",11.7608658988629,12.442905790515,12.2527540816189,12.0543358820036,1.0579923194021,0.929880320148286,"costly activation","XM_022437582.1","brown","uncharacterized","LOC111103941","cvn:111103941"
"569","uncharacterized","rna-XM_069277485.1",11.2120681141547,11.3749616057859,11.3516601708839,11.3698127757992,1.0145284072459,0.987255859366524,"costly activation","XM_022460676.1","brown","uncharacterized","LOC111120028","cvn:111120028"
"570","uncharacterized","rna-XM_069284541.1",11.7406610788275,11.8326048309166,11.8570999327227,11.8448180870579,1.00783122444909,0.991201853750031,"costly activation","XM_022487085.1","brown","uncharacterized","LOC111136321","cvn:111136321"
"571","uncharacterized","rna-XR_011208849.1",11.4433421841774,11.6263120924806,11.7111504572844,11.820278312508,1.01598920187462,0.993434068629099,"costly activation","XM_022459066.1","brown","uncharacterized","LOC111119184","cvn:111119184"
"572","unconventional myosin-VI-like","rna-XM_069275508.1",11.6857117533318,12.0891658102414,11.9634571779424,11.9580565198762,1.03452541577491,0.966190443666676,"costly activation","XM_022431985.1","brown","unconventional myosin-VI-like","LOC111100288","cvn:111100288"
"573","uracil-DNA glycosylase-like","rna-XM_069283232.1",14.7333483830696,15.0386834958002,14.9541726336652,14.9160873967628,1.02072408150488,0.977201597781813,"costly activation","XM_022482198.1","brown","uracil-DNA glycosylase-like","LOC111133661","cvn:111133661"
"574","very low-density lipoprotein receptor-like","rna-XM_069270847.1",12.7142667695009,13.0136410241787,12.6123782209048,12.5985304434887,1.02354632477871,0.97592265683532,"costly activation","XM_022461321.1","brown","very low-density lipoprotein receptor-like","LOC111120530","cvn:111120530"
"575","vesicular glutamate transporter 2.2-like","rna-XM_069284357.1",11.6186067454741,11.8714127164361,11.9767274136177,11.9910446077033,1.021758716557,0.979874604107117,"costly activation","XM_022473627.1","brown","vesicular glutamate transporter 2.2-like","LOC111128155","cvn:111128155"
"576","WASH complex subunit 1-like","rna-XM_069286260.1",11.7583289030815,11.8115708143187,11.8226508619757,11.7893398964206,1.00452801683608,0.992687539404177,"costly activation","XM_022440419.1","brown","WASH complex subunit 1-like","LOC111105923","cvn:111105923"
"577","WASH complex subunit 3-like","rna-XM_069272542.1",11.6233679207194,11.6604374891952,11.6375110563464,11.6540304381399,1.00318922783213,0.998235892709576,"costly activation","XM_022437729.1","brown","WASH complex subunit 3-like","LOC111104028","cvn:111104028"
"578","WD repeat-containing protein 78-like","rna-XM_069271565.1",11.1979017491692,11.7463579729208,11.3710137250605,11.6659206240972,1.04897848150813,0.978032426799949,"costly activation","XM_022460530.1","red","WD repeat-containing protein 78-like","LOC111119946","cvn:111119946"
"579","WD repeat domain phosphoinositide-interacting protein 4-like","rna-XM_069266724.1",11.5542651244446,11.6584975268269,11.6156025311988,11.6593735119376,1.00902111915035,0.994794135457352,"costly activation","XM_022460344.1","brown","WD repeat domain phosphoinositide-interacting protein 4-like","LOC111119828","cvn:111119828"
"580","zinc finger FYVE domain-containing protein 21-like","rna-XM_069261452.1",11.6056581201137,11.7726281562525,11.7342791472752,11.856431920454,1.01438695112425,0.996079363462291,"costly activation","XM_022474121.1","red","zinc finger FYVE domain-containing protein 21-like","LOC111128499","cvn:111128499"
"581","zinc finger protein 367-like","rna-XM_069271187.1",11.8041378776246,11.8092080619715,11.8742583226227,11.8667632497865,1.00042952601871,0.998939725945169,"costly activation","XM_022457217.1","brown","zinc finger protein 367-like","LOC111117965","cvn:111117965"
"582","zinc finger protein Noc-like","rna-XM_069268002.1",12.4296526751919,12.4730720814215,12.4987876595298,12.5227491143839,1.00349321154534,0.998429377294819,"costly activation","XM_022462961.1","brown","zinc finger protein Noc-like","LOC111121608","cvn:111121608"
"583","zinc transporter 7-like","rna-XM_069271772.1",11.6423208283302,11.7544939373116,11.7118182224084,11.7855698805321,1.00963494398028,0.996694107799656,"costly activation","XM_022460303.1","red","zinc transporter 7-like","LOC111119803","cvn:111119803"
"584","zinc transporter ZIP10-like","rna-XM_069264374.1",11.865141377289,12.0864453502209,12.0958400520991,12.1852709884936,1.01865160859823,0.988948056284512,"costly activation","XM_022432864.1","brown","zinc transporter ZIP10-like","LOC111100769","cvn:111100769"
