"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"220","XM_022457973.1","brown","rna-XM_069269269.1","galactokinase-like","galactokinase-like","LOC111118471","cvn:111118471"
"221","XM_022458002.1","brown","rna-XM_069269738.1","cAMP-dependent protein kinase catalytic subunit","cAMP-dependent protein kinase catalytic subunit","LOC111118497","cvn:111118497"
"222","XM_022458067.1","brown","rna-XM_069270938.1","uncharacterized","uncharacterized","LOC111118548","cvn:111118548"
"223","XM_022458288.1","brown","rna-XM_069269124.1","netrin-1-like","netrin-1-like","LOC111118705","cvn:111118705"
"224","XM_022458348.1","brown","rna-XM_069250874.1","uncharacterized","uncharacterized","LOC111118740","cvn:111118740"
"225","XM_022458364.1","brown","rna-XM_069267894.1","netrin receptor UNC5C-like","netrin receptor UNC5C-like","LOC111118753","cvn:111118753"
"226","XM_022458446.1","brown","rna-XM_069265483.1","KAT8 regulatory NSL complex subunit 2-like","KAT8 regulatory NSL complex subunit 2-like","LOC111118811","cvn:111118811"
"227","XM_022458484.1","brown","rna-XM_069268680.1",NA,NA,NA,NA
"228","XM_022458576.1","brown","rna-XM_069276776.1","myoneurin-like","myoneurin-like","LOC111118864","cvn:111118864"
"229","XM_022458576.1","brown","rna-XM_069276776.1","myoneurin-like","myoneurin-like","LOC111118864","cvn:111118864"
"230","XM_022458605.1","brown","rna-XM_069267248.1","uncharacterized","uncharacterized","LOC111118904","cvn:111118904"
"231","XM_022458617.1","brown","rna-XM_069268861.1","E3 ubiquitin-protein ligase SMURF2-like","E3 ubiquitin-protein ligase SMURF2-like","LOC111118909","cvn:111118909"
"232","XM_022458753.1","brown","rna-XM_069273106.1",NA,NA,NA,NA
"233","XM_022458910.1","brown","rna-XM_069246746.1","probable flavin-containing monoamine oxidase A","probable flavin-containing monoamine oxidase A","LOC111119088","cvn:111119088"
"234","XM_022458939.1","brown","rna-XM_069267860.1","putative E3 ubiquitin-protein ligase UNKL","putative E3 ubiquitin-protein ligase UNKL","LOC111119101","cvn:111119101"
"235","XM_022458956.1","brown","rna-XM_069268252.1","glutamate dehydrogenase, mitochondrial-like","glutamate dehydrogenase, mitochondrial-like","LOC111119107","cvn:111119107"
"236","XM_022458983.1","brown","rna-XM_069267492.1","uncharacterized","uncharacterized","LOC111119126","cvn:111119126"
"237","XM_022459004.1","brown","rna-XM_069271007.1","uncharacterized","uncharacterized","LOC111119145","cvn:111119145"
"238","XM_022459047.1","brown","rna-XM_069269909.1","lysosomal-associated transmembrane protein 4A-like","lysosomal-associated transmembrane protein 4A-like","LOC111119169","cvn:111119169"
"239","XM_022459066.1","brown","rna-XR_011208849.1","uncharacterized","uncharacterized","LOC111119184","cvn:111119184"
"240","XM_022459266.1","brown","rna-XM_069270142.1",NA,NA,NA,NA
"241","XM_022459313.1","brown","rna-XM_069263618.1","uncharacterized","uncharacterized","LOC111119290","cvn:111119290"
"242","XM_022459313.1","brown","rna-XM_069244766.1","uncharacterized","uncharacterized","LOC111119290","cvn:111119290"
"243","XM_022459396.1","brown","rna-XM_069271603.1","E3 ubiquitin-protein ligase MARCH8-like","E3 ubiquitin-protein ligase MARCH8-like","LOC111119328","cvn:111119328"
"244","XM_022459414.1","brown","rna-XM_069270762.1","homeobox protein TGIF2-like","homeobox protein TGIF2-like","LOC111119346","cvn:111119346"
"245","XM_022459458.1","brown","rna-XM_069269091.1","filamin-A-like","filamin-A-like","LOC111119371","cvn:111119371"
"246","XM_022459509.1","brown","rna-XM_069268575.1","dehydrogenase/reductase SDR family protein 7-like","dehydrogenase/reductase SDR family protein 7-like","LOC111119393","cvn:111119393"
"247","XM_022459556.1","brown","rna-XM_069273541.1",NA,NA,NA,NA
"248","XM_022459571.1","brown","rna-XM_069268655.1","transmembrane channel-like protein 7","transmembrane channel-like protein 7","LOC111119421","cvn:111119421"
"249","XM_022459620.1","brown","rna-XM_069256795.1","alpha-L-fucosidase-like","alpha-L-fucosidase-like","LOC111119431","cvn:111119431"
"250","XM_022459725.1","brown","rna-XM_069266840.1",NA,NA,NA,NA
"251","XM_022459842.1","brown","rna-XM_069268343.1","SPRY domain-containing SOCS box protein 3-like","SPRY domain-containing SOCS box protein 3-like","LOC111119569","cvn:111119569"
"252","XM_022459904.1","brown","rna-XM_069271276.1","syntaxin-like","syntaxin-like","LOC111119590","cvn:111119590"
"253","XM_022459905.1","brown","rna-XM_069286498.1","60 kDa SS-A/Ro ribonucleoprotein-like","60 kDa SS-A/Ro ribonucleoprotein-like","LOC111119592","cvn:111119592"
"254","XM_022459905.1","brown","rna-XM_069285757.1","60 kDa SS-A/Ro ribonucleoprotein-like","60 kDa SS-A/Ro ribonucleoprotein-like","LOC111119592","cvn:111119592"
"255","XM_022459928.1","brown","rna-XM_069268026.1","transcription factor MafK-like","transcription factor MafK-like","LOC111119599","cvn:111119599"
"256","XM_022459991.1","brown","rna-XM_069271613.1","DNA-binding protein RFX2-like","DNA-binding protein RFX2-like","LOC111119625","cvn:111119625"
"257","XM_022460008.1","brown","rna-XM_069268630.1","ATP-dependent RNA helicase dbp2-like","ATP-dependent RNA helicase dbp2-like","LOC111119633","cvn:111119633"
"258","XM_022460010.1","brown","rna-XM_069267442.1","sodium-coupled monocarboxylate transporter 1-like","sodium-coupled monocarboxylate transporter 1-like","LOC111119634","cvn:111119634"
"259","XM_022460018.1","brown","rna-XM_069271419.1","mediator of RNA polymerase II transcription subunit 26-like","mediator of RNA polymerase II transcription subunit 26-like","LOC111119637","cvn:111119637"
"260","XM_022460038.1","brown","rna-XM_069264281.1",NA,NA,NA,NA
"261","XM_022460053.1","brown","rna-XM_069267083.1","casein kinase I-like","casein kinase I-like","LOC111119650","cvn:111119650"
"262","XM_022460054.1","brown","rna-XM_069267977.1","uncharacterized","uncharacterized","LOC111119651","cvn:111119651"
"263","XM_022460119.1","brown","rna-XM_069268413.1","tether containing UBX domain for GLUT4-like","tether containing UBX domain for GLUT4-like","LOC111119693","cvn:111119693"
"264","XM_022460144.1","brown","rna-XM_069266810.1","ras-GEF domain-containing family member 1B-like","ras-GEF domain-containing family member 1B-like","LOC111119712","cvn:111119712"
"265","XM_022460153.1","brown","rna-XM_069270356.1",NA,NA,NA,NA
"266","XM_022460234.1","brown","rna-XM_069270722.1","ras-related protein Rab-23-like","ras-related protein Rab-23-like","LOC111119767","cvn:111119767"
"267","XM_022460257.1","brown","rna-XM_069268070.1","uncharacterized","uncharacterized","LOC111119777","cvn:111119777"
"268","XM_022460273.1","brown","rna-XM_069269180.1","synaptotagmin-15-like","synaptotagmin-15-like","LOC111119786","cvn:111119786"
"269","XM_022460302.1","brown","rna-XM_069270755.1",NA,NA,NA,NA
"270","XM_022460344.1","brown","rna-XM_069266724.1","WD repeat domain phosphoinositide-interacting protein 4-like","WD repeat domain phosphoinositide-interacting protein 4-like","LOC111119828","cvn:111119828"
"271","XM_022460371.1","brown","rna-XM_069268874.1",NA,NA,NA,NA
"272","XM_022460388.1","brown","rna-XM_069268484.1","forkhead box protein K1-like","forkhead box protein K1-like","LOC111119855","cvn:111119855"
"273","XM_022460418.1","brown","rna-XM_069267077.1","folliculin-like","folliculin-like","LOC111119865","cvn:111119865"
"274","XM_022460449.1","brown","rna-XM_069268311.1","protein atonal homolog 8-like","protein atonal homolog 8-like","LOC111119882","cvn:111119882"
"275","XM_022460480.1","brown","rna-XM_069267381.1","protein enhancer of sevenless 2B-like","protein enhancer of sevenless 2B-like","LOC111119905","cvn:111119905"
"276","XM_022460482.1","brown","rna-XM_069269918.1","serine/threonine-protein kinase PLK1-like","serine/threonine-protein kinase PLK1-like","LOC111119907","cvn:111119907"
"277","XM_022460499.1","brown","rna-XM_069269957.1",NA,NA,NA,NA
"278","XM_022460676.1","brown","rna-XM_069277485.1","uncharacterized","uncharacterized","LOC111120028","cvn:111120028"
"279","XM_022461175.1","brown","rna-XM_069271906.1","uncharacterized","uncharacterized","LOC111120463","cvn:111120463"
"280","XM_022461194.1","brown","rna-XM_069269368.1",NA,NA,NA,NA
"281","XM_022461212.1","brown","rna-XM_069267688.1","prolyl 4-hydroxylase subunit alpha-1-like","prolyl 4-hydroxylase subunit alpha-1-like","LOC111120480","cvn:111120480"
"282","XM_022461302.1","brown","rna-XM_069270775.1","protein aveugle-like","protein aveugle-like","LOC111120523","cvn:111120523"
"283","XM_022461321.1","brown","rna-XM_069270847.1","very low-density lipoprotein receptor-like","very low-density lipoprotein receptor-like","LOC111120530","cvn:111120530"
"284","XM_022461349.1","brown","rna-XM_069267418.1",NA,NA,NA,NA
"285","XM_022461445.1","brown","rna-XM_069268083.1",NA,NA,NA,NA
"286","XM_022461556.1","brown","rna-XM_069267468.1","protein S-acyltransferase 24-like","protein S-acyltransferase 24-like","LOC111120663","cvn:111120663"
"287","XM_022461563.1","brown","rna-XM_069286092.1","probable E3 ubiquitin-protein ligase MID2","probable E3 ubiquitin-protein ligase MID2","LOC111120667","cvn:111120667"
"288","XM_022461624.1","brown","rna-XM_069279320.1","sodium/glucose cotransporter 4-like","sodium/glucose cotransporter 4-like","LOC111120701","cvn:111120701"
"289","XM_022461642.1","brown","rna-XM_069271297.1","Krueppel-like factor 3","Krueppel-like factor 3","LOC111120717","cvn:111120717"
"290","XM_022461725.1","brown","rna-XM_069264587.1","cubilin-like","cubilin-like","LOC111120762","cvn:111120762"
"291","XM_022461726.1","brown","rna-XM_069266096.1",NA,NA,NA,NA
"292","XM_022461867.1","brown","rna-XM_069272059.1",NA,NA,NA,NA
"293","XM_022461881.1","brown","rna-XM_069268668.1",NA,NA,NA,NA
"294","XM_022461898.1","brown","rna-XM_069267345.1","UBA-like domain-containing protein 1","UBA-like domain-containing protein 1","LOC111120880","cvn:111120880"
"295","XM_022461912.1","brown","rna-XM_069272184.1","polyadenylate-binding protein-interacting protein 1-like","polyadenylate-binding protein-interacting protein 1-like","LOC111120891","cvn:111120891"
"296","XM_022461982.1","brown","rna-XM_069270281.1",NA,NA,NA,NA
"297","XM_022461999.1","brown","rna-XM_069269171.1","bone morphogenetic protein 3-like","bone morphogenetic protein 3-like","LOC111120941","cvn:111120941"
"298","XM_022462081.1","brown","rna-XM_069270168.1",NA,NA,NA,NA
"299","XM_022462210.1","brown","rna-XM_069269877.1","CD82 antigen-like","CD82 antigen-like","LOC111121085","cvn:111121085"
"300","XM_022462212.1","brown","rna-XM_069269160.1","eukaryotic translation initiation factor 4E-binding protein 1-like","eukaryotic translation initiation factor 4E-binding protein 1-like","LOC111121086","cvn:111121086"
"301","XM_022462280.1","brown","rna-XM_069268955.1","guanine nucleotide-binding protein G(o) subunit alpha-like","guanine nucleotide-binding protein G(o) subunit alpha-like","LOC111121139","cvn:111121139"
"302","XM_022462310.1","brown","rna-XM_069264420.1",NA,NA,NA,NA
"303","XM_022462349.1","brown","rna-XM_069267869.1",NA,NA,NA,NA
"304","XM_022462374.1","brown","rna-XM_069266005.1",NA,NA,NA,NA
"305","XM_022462403.1","brown","rna-XM_069263588.1","G2/M phase-specific E3 ubiquitin-protein ligase-like","G2/M phase-specific E3 ubiquitin-protein ligase-like","LOC111121232","cvn:111121232"
"306","XM_022462438.1","brown","rna-XM_069270349.1",NA,NA,NA,NA
"307","XM_022462496.1","brown","rna-XM_069268249.1",NA,NA,NA,NA
"308","XM_022462520.1","brown","rna-XM_069267485.1",NA,NA,NA,NA
"309","XM_022462555.1","brown","rna-XM_069266807.1","protein Wnt-8b-like","protein Wnt-8b-like","LOC111121327","cvn:111121327"
"310","XM_022462622.1","brown","rna-XM_069267709.1","rap guanine nucleotide exchange factor 6-like","rap guanine nucleotide exchange factor 6-like","LOC111121366","cvn:111121366"
"311","XM_022462647.1","brown","rna-XM_069271711.1","glutaryl-CoA dehydrogenase, mitochondrial-like","glutaryl-CoA dehydrogenase, mitochondrial-like","LOC111121380","cvn:111121380"
"312","XM_022462716.1","brown","rna-XM_069270125.1","transcriptional regulator Myc-A-like","transcriptional regulator Myc-A-like","LOC111121429","cvn:111121429"
"313","XM_022462750.1","brown","rna-XM_069271965.1",NA,NA,NA,NA
"314","XM_022462809.1","brown","rna-XM_069268918.1","solute carrier family 25 member 38-like","solute carrier family 25 member 38-like","LOC111121504","cvn:111121504"
"315","XM_022462839.1","brown","rna-XM_069268250.1",NA,NA,NA,NA
"316","XM_022462880.1","brown","rna-XM_069271400.1",NA,NA,NA,NA
"317","XM_022462936.1","brown","rna-XM_069268805.1","chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","LOC111121591","cvn:111121591"
"318","XM_022462936.1","brown","rna-XM_069268806.1","chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","LOC111121591","cvn:111121591"
"319","XM_022462961.1","brown","rna-XM_069268002.1","zinc finger protein Noc-like","zinc finger protein Noc-like","LOC111121608","cvn:111121608"
"320","XM_022462989.1","brown","rna-XM_069270506.1","F-box only protein 32-like","F-box only protein 32-like","LOC111121632","cvn:111121632"
"321","XM_022463007.1","brown","rna-XM_069269541.1","ATP synthase mitochondrial F1 complex assembly factor 2-like","ATP synthase mitochondrial F1 complex assembly factor 2-like","LOC111121651","cvn:111121651"
"322","XM_022463014.1","brown","rna-XM_069271240.1","uncharacterized","uncharacterized","LOC111121655","cvn:111121655"
"323","XM_022463025.1","brown","rna-XM_069269848.1","DNA-binding protein inhibitor ID-2-A-like","DNA-binding protein inhibitor ID-2-A-like","LOC111121660","cvn:111121660"
"324","XM_022463026.1","brown","rna-XM_069268003.1","zinc finger protein 503-like","zinc finger protein 503-like","LOC111121661","cvn:111121661"
"325","XM_022463128.1","brown","rna-XM_069265454.1","LIM and SH3 domain protein 1-like","LIM and SH3 domain protein 1-like","LOC111121733","cvn:111121733"
"326","XM_022463204.1","brown","rna-XM_069269884.1","serine/threonine-protein kinase RIO1-like","serine/threonine-protein kinase RIO1-like","LOC111121773","cvn:111121773"
"327","XM_022463270.1","brown","rna-XM_069259701.1","dnaJ homolog subfamily B member 4-like","dnaJ homolog subfamily B member 4-like","LOC111121832","cvn:111121832"
"328","XM_022463270.1","brown","rna-XM_069270546.1","dnaJ homolog subfamily B member 4-like","dnaJ homolog subfamily B member 4-like","LOC111121832","cvn:111121832"
"329","XM_022463400.1","brown","rna-XM_069266882.1","troponin C-like","troponin C-like","LOC111121913","cvn:111121913"
"330","XM_022463407.1","brown","rna-XM_069271365.1",NA,NA,NA,NA
"331","XM_022463470.1","brown","rna-XM_069267041.1","uncharacterized","uncharacterized","LOC111121968","cvn:111121968"
"332","XM_022463474.1","brown","rna-XM_069268745.1","ADP-ribosylation factor-like protein 4C","ADP-ribosylation factor-like protein 4C","LOC111121974","cvn:111121974"
"333","XM_022463656.1","brown","rna-XM_069271165.1",NA,NA,NA,NA
"334","XM_022463726.1","brown","rna-XM_069271730.1","cystathionine gamma-lyase-like","cystathionine gamma-lyase-like","LOC111122141","cvn:111122141"
"335","XM_022463827.1","brown","rna-XM_069267009.1","noggin-like","noggin-like","LOC111122202","cvn:111122202"
"336","XM_022463983.1","brown","rna-XM_069267837.1","long-chain-fatty-acid--CoA ligase 5-like","long-chain-fatty-acid--CoA ligase 5-like","LOC111122309","cvn:111122309"
"337","XM_022463992.1","brown","rna-XM_069269059.1","CCR4-NOT transcription complex subunit 3-like","CCR4-NOT transcription complex subunit 3-like","LOC111122313","cvn:111122313"
"338","XM_022464381.1","brown","rna-XM_069259146.1","ETV5-related protein Ets96B-like","ETV5-related protein Ets96B-like","LOC111122589","cvn:111122589"
"339","XM_022464416.1","brown","rna-XM_069251434.1","uncharacterized","uncharacterized","LOC111122604","cvn:111122604"
"340","XM_022464491.1","brown","rna-XM_069265208.1",NA,NA,NA,NA
"341","XM_022464504.1","brown","rna-XM_069264658.1","endothelial differentiation-related factor 1 homolog","endothelial differentiation-related factor 1 homolog","LOC111122652","cvn:111122652"
"342","XM_022464515.1","brown","rna-XM_069259009.1","beta-1,3-galactosyltransferase 1-like","beta-1,3-galactosyltransferase 1-like","LOC111122660","cvn:111122660"
"343","XM_022464520.1","brown","rna-XM_069258909.1","uncharacterized","uncharacterized","LOC111122663","cvn:111122663"
"344","XM_022464556.1","brown","rna-XM_069250889.1","uncharacterized","uncharacterized","LOC111122687","cvn:111122687"
"345","XM_022464770.1","brown","rna-XM_069259556.1","pleckstrin homology-like domain family B member 2","pleckstrin homology-like domain family B member 2","LOC111122811","cvn:111122811"
"346","XM_022464802.1","brown","rna-XM_069265568.1",NA,NA,NA,NA
"347","XM_022465157.1","brown","rna-XM_069275049.1",NA,NA,NA,NA
"348","XM_022465171.1","brown","rna-XM_069273152.1","tripartite motif-containing protein 2-like","tripartite motif-containing protein 2-like","LOC111123078","cvn:111123078"
"349","XM_022465350.1","brown","rna-XM_069267273.1",NA,NA,NA,NA
"350","XM_022465386.1","brown","rna-XM_069252431.1","protein CNPPD1-like","protein CNPPD1-like","LOC111123208","cvn:111123208"
"351","XM_022465419.1","brown","rna-XM_069273424.1",NA,NA,NA,NA
"352","XM_022465424.1","brown","rna-XM_069255305.1",NA,NA,NA,NA
"353","XM_022465492.1","brown","rna-XM_069273770.1","autophagy-related protein 13-like","autophagy-related protein 13-like","LOC111123262","cvn:111123262"
