"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"185","XM_022476433.1","black","rna-XM_069260527.1","elongation factor 1-gamma-like","elongation factor 1-gamma-like","LOC111129902","cvn:111129902"
"186","XM_022476589.1","black","rna-XM_069262458.1","calmodulin-beta-like","calmodulin-beta-like","LOC111130003","cvn:111130003"
"187","XM_022476705.1","black","rna-XM_069249421.1","60S acidic ribosomal protein P0-like","60S acidic ribosomal protein P0-like","LOC111130039","cvn:111130039"
"188","XM_022476749.1","black","rna-XM_069259902.1","putative transcription factor p65 homolog","putative transcription factor p65 homolog","LOC111130067","cvn:111130067"
"189","XM_022476789.1","black","rna-XM_069282010.1","60S ribosomal protein L4-like","60S ribosomal protein L4-like","LOC111130094","cvn:111130094"
"190","XM_022476935.1","black","rna-XM_069247267.1","estrogen sulfotransferase-like","estrogen sulfotransferase-like","LOC111130175","cvn:111130175"
"191","XM_022477310.1","black","rna-XM_069267254.1","DNA polymerase delta subunit 2-like","DNA polymerase delta subunit 2-like","LOC111130346","cvn:111130346"
"192","XM_022477492.1","black","rna-XM_069281662.1","aldehyde dehydrogenase, mitochondrial-like","aldehyde dehydrogenase, mitochondrial-like","LOC111130419","cvn:111130419"
"193","XM_022477682.1","black","rna-XM_069260861.1","spectrin beta chain-like","spectrin beta chain-like","LOC111130534","cvn:111130534"
"194","XM_022477701.1","black","rna-XM_069261916.1","RNA-binding protein PNO1-like","RNA-binding protein PNO1-like","LOC111130552","cvn:111130552"
"195","XM_022477791.1","black","rna-XM_069260654.1","fermitin family homolog 2-like","fermitin family homolog 2-like","LOC111130626","cvn:111130626"
"196","XM_022477874.1","black","rna-XM_069260728.1","galectin-4-like","galectin-4-like","LOC111130682","cvn:111130682"
"197","XM_022478004.1","black","rna-XM_069282367.1","40S ribosomal protein S6-like","40S ribosomal protein S6-like","LOC111130771","cvn:111130771"
"198","XM_022478224.1","black","rna-XM_069262417.1","cdc42 homolog","cdc42 homolog","LOC111130934","cvn:111130934"
"199","XM_022478379.1","black","rna-XM_069281773.1","60S ribosomal protein L36-like","60S ribosomal protein L36-like","LOC111131049","cvn:111131049"
"200","XM_022478430.1","black","rna-XM_069260438.1","protein lin-52 homolog","protein lin-52 homolog","LOC111131082","cvn:111131082"
"201","XM_022478577.1","black","rna-XM_069261365.1","retinol dehydrogenase 13-like","retinol dehydrogenase 13-like","LOC111131171","cvn:111131171"
"202","XM_022478637.1","black","rna-XM_069260816.1","ubiquitin-40S ribosomal protein S27a","ubiquitin-40S ribosomal protein S27a","LOC111131216","cvn:111131216"
"203","XM_022478731.1","black","rna-XM_069261175.1","orexin receptor type 2-like","orexin receptor type 2-like","LOC111131285","cvn:111131285"
"204","XM_022479176.1","black","rna-XM_069262593.1","phosphatidylinositol-glycan biosynthesis class F protein-like","phosphatidylinositol-glycan biosynthesis class F protein-like","LOC111131577","cvn:111131577"
"205","XM_022479280.1","black","rna-XM_069281187.1","46 kDa FK506-binding nuclear protein-like","46 kDa FK506-binding nuclear protein-like","LOC111131654","cvn:111131654"
"206","XM_022479295.1","black","rna-XM_069262158.1","ubiquitin-like protein FUBI","ubiquitin-like protein FUBI","LOC111131662","cvn:111131662"
"207","XM_022479489.1","black","rna-XM_069280916.1","integrator complex subunit 14-like","integrator complex subunit 14-like","LOC111131786","cvn:111131786"
"208","XM_022479508.1","black","rna-XM_069282028.1","peptidyl-prolyl cis-trans isomerase-like","peptidyl-prolyl cis-trans isomerase-like","LOC111131801","cvn:111131801"
"209","XM_022479685.1","black","rna-XM_069257746.1","iroquois-class homeodomain protein IRX-6-like","iroquois-class homeodomain protein IRX-6-like","LOC111132047","cvn:111132047"
"210","XM_022479702.1","black","rna-XM_069247930.1","autophagy-related protein 16-1-like","autophagy-related protein 16-1-like","LOC111132058","cvn:111132058"
"211","XM_022479912.1","black","rna-XM_069276626.1","putative sodium-dependent excitatory amino acid transporter glt-6","putative sodium-dependent excitatory amino acid transporter glt-6","LOC111132161","cvn:111132161"
"212","XM_022479984.1","black","rna-XM_069247621.1","peptidyl-prolyl cis-trans isomerase NIMA-interacting 4-like","peptidyl-prolyl cis-trans isomerase NIMA-interacting 4-like","LOC111132207","cvn:111132207"
"213","XM_022480102.1","black","rna-XM_069258075.1","uncharacterized","uncharacterized","LOC111132305","cvn:111132305"
"214","XM_022480609.1","black","rna-XM_069257752.1","engulfment and cell motility protein 2-like","engulfment and cell motility protein 2-like","LOC111132787","cvn:111132787"
"215","XM_022480834.1","black","rna-XM_069279118.1","60S ribosomal protein L23a-like","60S ribosomal protein L23a-like","LOC111132903","cvn:111132903"
"216","XM_022481121.1","black","rna-XM_069267349.1","pre-mRNA-splicing factor SPF27-like","pre-mRNA-splicing factor SPF27-like","LOC111133056","cvn:111133056"
"217","XM_022481434.1","black","rna-XM_069278511.1","calcium/calmodulin-dependent protein kinase kinase 1-like","calcium/calmodulin-dependent protein kinase kinase 1-like","LOC111133239","cvn:111133239"
"218","XM_022481637.1","black","rna-XM_069284658.1","cell growth-regulating nucleolar protein-like","cell growth-regulating nucleolar protein-like","LOC111133335","cvn:111133335"
"219","XM_022482285.1","black","rna-XM_069250010.1","double-strand-break repair protein rad21 homolog","double-strand-break repair protein rad21 homolog","LOC111133682","cvn:111133682"
"220","XM_022482340.1","black","rna-XM_069254690.1","allatostatin-A receptor-like","allatostatin-A receptor-like","LOC111133718","cvn:111133718"
"221","XM_022482353.1","black","rna-XM_069278802.1","INO80 complex subunit B-like","INO80 complex subunit B-like","LOC111133731","cvn:111133731"
"222","XM_022482365.1","black","rna-XM_069261529.1","translocon-associated protein subunit gamma-like","translocon-associated protein subunit gamma-like","LOC111133739","cvn:111133739"
"223","XM_022482414.1","black","rna-XM_069278687.1","mediator of RNA polymerase II transcription subunit 19-like","mediator of RNA polymerase II transcription subunit 19-like","LOC111133772","cvn:111133772"
"224","XM_022482424.1","black","rna-XM_069256337.1","protein SYS1 homolog","protein SYS1 homolog","LOC111133777","cvn:111133777"
"225","XM_022483027.1","black","rna-XM_069248847.1","zinc finger HIT domain-containing protein 1-like","zinc finger HIT domain-containing protein 1-like","LOC111134187","cvn:111134187"
"226","XM_022483131.1","black","rna-XM_069257885.1","protein phosphatase 1 regulatory subunit 16A-like","protein phosphatase 1 regulatory subunit 16A-like","LOC111134243","cvn:111134243"
"227","XM_022483237.1","black","rna-XM_069279365.1","T-box transcription factor TBX2-like","T-box transcription factor TBX2-like","LOC111134319","cvn:111134319"
"228","XM_022483351.1","black","rna-XM_069256950.1","uncharacterized","uncharacterized","LOC111134386","cvn:111134386"
"229","XM_022483376.1","black","rna-XM_069267998.1","dihydroorotate dehydrogenase (quinone), mitochondrial-like","dihydroorotate dehydrogenase (quinone), mitochondrial-like","LOC111134405","cvn:111134405"
"230","XM_022483625.1","black","rna-XM_069250362.1","carbohydrate sulfotransferase 15-like","carbohydrate sulfotransferase 15-like","LOC111134518","cvn:111134518"
"231","XM_022484502.1","black","rna-XM_069278001.1","ADP-ribosylation factor 6","ADP-ribosylation factor 6","LOC111134929","cvn:111134929"
"232","XM_022484735.1","black","rna-XM_069254296.1","UDP-glucuronic acid decarboxylase 1-like","UDP-glucuronic acid decarboxylase 1-like","LOC111135047","cvn:111135047"
"233","XM_022484792.1","black","rna-XM_069249895.1","40S ribosomal protein S8-like","40S ribosomal protein S8-like","LOC111135077","cvn:111135077"
"234","XM_022485071.1","black","rna-XM_069265839.1","homeobox protein Hox-C5-like","homeobox protein Hox-C5-like","LOC111135210","cvn:111135210"
"235","XM_022485315.1","black","rna-XM_069250955.1","60S ribosomal protein L30-like","60S ribosomal protein L30-like","LOC111135345","cvn:111135345"
"236","XM_022485570.1","black","rna-XM_069262673.1","serine/threonine-protein kinase PINK1, mitochondrial-like","serine/threonine-protein kinase PINK1, mitochondrial-like","LOC111135467","cvn:111135467"
"237","XM_022485867.1","black","rna-XM_069250307.1","clathrin light chain B-like","clathrin light chain B-like","LOC111135567","cvn:111135567"
"238","XM_022485928.1","black","rna-XM_069258832.1","myosin regulatory light chain 12B-like","myosin regulatory light chain 12B-like","LOC111135658","cvn:111135658"
"239","XM_022486262.1","black","rna-XM_069256550.1","60S ribosomal protein L13-like","60S ribosomal protein L13-like","LOC111135849","cvn:111135849"
"240","XM_022486568.1","black","rna-XM_069249429.1","stromal cell-derived factor 2-like","stromal cell-derived factor 2-like","LOC111136014","cvn:111136014"
"241","XM_022486810.1","black","rna-XM_069277890.1","glucose-induced degradation protein 8 homolog","glucose-induced degradation protein 8 homolog","LOC111136152","cvn:111136152"
"242","XM_022486857.1","black","rna-XM_069280061.1","organic cation transporter protein-like","organic cation transporter protein-like","LOC111136196","cvn:111136196"
"243","XM_022486934.1","black","rna-XM_069257804.1","60S ribosomal protein L14-like","60S ribosomal protein L14-like","LOC111136230","cvn:111136230"
"244","XM_022486957.1","black","rna-XM_069278913.1","60S ribosomal protein L6-like","60S ribosomal protein L6-like","LOC111136247","cvn:111136247"
"245","XM_022486977.1","black","rna-XM_069263601.1","PTB domain-containing engulfment adapter protein 1-like","PTB domain-containing engulfment adapter protein 1-like","LOC111136229","cvn:111136229"
"246","XM_022487193.1","black","rna-XM_069249158.1","uncharacterized","uncharacterized","LOC111136382","cvn:111136382"
"247","XM_022487232.1","black","rna-XM_069265696.1","YEATS domain-containing protein 4-like","YEATS domain-containing protein 4-like","LOC111136406","cvn:111136406"
"248","XM_022487266.1","black","rna-XM_069283504.1","60S ribosomal protein L26-like","60S ribosomal protein L26-like","LOC111136425","cvn:111136425"
"249","XM_022487341.1","black","rna-XM_069257374.1","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","LOC111136468","cvn:111136468"
"250","XM_022487366.1","black","rna-XM_069262682.1","COP9 signalosome complex subunit 7b-like","COP9 signalosome complex subunit 7b-like","LOC111136485","cvn:111136485"
"251","XM_022487443.1","black","rna-XM_069256309.1","acidic phospholipase A2-like","acidic phospholipase A2-like","LOC111136529","cvn:111136529"
"252","XM_022487604.1","black","rna-XM_069263409.1","60S ribosomal protein L22-like","60S ribosomal protein L22-like","LOC111136624","cvn:111136624"
"253","XM_022487679.1","black","rna-XM_069266564.1","eukaryotic translation initiation factor 5A-1-like","eukaryotic translation initiation factor 5A-1-like","LOC111136666","cvn:111136666"
"254","XM_022487893.1","black","rna-XM_069249307.1","sperm-associated antigen 7 homolog","sperm-associated antigen 7 homolog","LOC111136786","cvn:111136786"
"255","XM_022488089.1","black","rna-XM_069247339.1","NF-kappa-B-activating protein-like","NF-kappa-B-activating protein-like","LOC111136917","cvn:111136917"
"256","XM_022488260.1","black","rna-XM_069258695.1","cyclin-dependent kinase 11B-like","cyclin-dependent kinase 11B-like","LOC111137032","cvn:111137032"
"257","XM_022488340.1","black","rna-XM_069249206.1","60S ribosomal protein L8-like","60S ribosomal protein L8-like","LOC111137089","cvn:111137089"
"258","XM_022488583.1","black","rna-XM_069250603.1","DDB1- and CUL4-associated factor 13-like","DDB1- and CUL4-associated factor 13-like","LOC111137217","cvn:111137217"
"259","XM_022488652.1","black","rna-XM_069264243.1","phosphatidylcholine transfer protein-like","phosphatidylcholine transfer protein-like","LOC111137259","cvn:111137259"
"260","XM_022488951.1","black","rna-XM_069247473.1","tubulin beta chain","tubulin beta chain","LOC111137486","cvn:111137486"
"261","XM_022489440.1","black","rna-XM_069277712.1","serine/arginine-rich splicing factor 7-like","serine/arginine-rich splicing factor 7-like","LOC111137770","cvn:111137770"
"262","XM_022489470.1","black","rna-XM_069280246.1","glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial-like","glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial-like","LOC111137813","cvn:111137813"
"263","XM_022489549.1","black","rna-XM_069263509.1","probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog","probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog","LOC111137851","cvn:111137851"
"264","XM_022489602.1","black","rna-XM_069280279.1","clathrin heavy chain 1","clathrin heavy chain 1","LOC111137900","cvn:111137900"
"265","XM_022489606.1","black","rna-XM_069280278.1","60S acidic ribosomal protein P2-like","60S acidic ribosomal protein P2-like","LOC111137903","cvn:111137903"
"266","XM_022489645.1","black","rna-XM_069283546.1","sperm flagellar protein 1-like","sperm flagellar protein 1-like","LOC111137936","cvn:111137936"
"267","XM_022489786.1","black","rna-XM_069278056.1","tetraspanin-9-like","tetraspanin-9-like","LOC111138026","cvn:111138026"
"268","XM_022490158.1","black","rna-XM_069283333.1","probable deferrochelatase/peroxidase YfeX","probable deferrochelatase/peroxidase YfeX","LOC111138280","cvn:111138280"
"269","XM_022430529.1","brown","rna-XM_069257902.1","glyceraldehyde-3-phosphate dehydrogenase-like","glyceraldehyde-3-phosphate dehydrogenase-like","LOC111099143","cvn:111099143"
"270","XM_022430682.1","brown","rna-XM_069276377.1","SPRY domain-containing protein 3-like","SPRY domain-containing protein 3-like","LOC111099343","cvn:111099343"
"271","XM_022431235.1","brown","rna-XM_069269724.1","ATP synthase mitochondrial F1 complex assembly factor 1-like","ATP synthase mitochondrial F1 complex assembly factor 1-like","LOC111099779","cvn:111099779"
"272","XM_022431537.1","brown","rna-XM_069267911.1","28S ribosomal protein S35, mitochondrial-like","28S ribosomal protein S35, mitochondrial-like","LOC111099983","cvn:111099983"
"273","XM_022431589.1","brown","rna-XM_069264037.1","uncharacterized","uncharacterized","LOC111100011","cvn:111100011"
"274","XM_022431589.1","brown","rna-XM_069264037.1","uncharacterized","uncharacterized","LOC111100011","cvn:111100011"
"275","XM_022432657.1","brown","rna-XM_069275796.1","cytochrome P450 26A1-like","cytochrome P450 26A1-like","LOC111100601","cvn:111100601"
"276","XM_022432764.1","brown","rna-XM_069276401.1","V-type proton ATPase subunit E-like","V-type proton ATPase subunit E-like","LOC111100677","cvn:111100677"
"277","XM_022432899.1","brown","rna-XM_069278009.1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial-like","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial-like","LOC111100768","cvn:111100768"
"278","XM_022433075.1","brown","rna-XM_069282940.1","U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like","U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein-like","LOC111100903","cvn:111100903"
"279","XM_022433154.1","brown","rna-XM_069284201.1","acylpyruvase FAHD1, mitochondrial-like","acylpyruvase FAHD1, mitochondrial-like","LOC111100973","cvn:111100973"
"280","XM_022433302.1","brown","rna-XM_069283404.1","myophilin-like","myophilin-like","LOC111101045","cvn:111101045"
"281","XM_022433498.1","brown","rna-XM_069283338.1","succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial-like","succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial-like","LOC111101152","cvn:111101152"
